name;type;id;formulation;N;K;T_max;C;network_type;m_solution;solve_time;status;time_limit;objective;best_bound;best_int;mip_gap;Wp;gap;n_vars;n_cons;n_nodes;n_added_cuts;n_solutions;routes;timestamp;Z_TS;m;W_TS;CPU_sec;Z_CP;opt_gap;ts_vs_cp_gap;ts_vs_gh_gap
large_RC25_K2T4;large;33,0;cutset;25,0;2,0;4,0;12,0;RC;19,0;168,79800009727478;2,0;60,0;0,6666666666666666;0,6666666666666666;0,6666666666666666;0,0;7,948180353338711;0,0;1405,0;195,0;31620,0;3011,0;7,0;Route of vehicle 1: ([0, 23, 10, 11, 9, 24, 16, 17, 19, 18, 0], 3.9615679404493314) // Route of vehicle 2: ([0, 21, 25, 1, 3, 5, 4, 8, 7, 6, 2, 0], 3.9866124128893796);2023-08-14_10-00-07;0,667;19,0;7,2;77,0;0,556;78,2;20,0;44,4
large_RC25_K3T2;large;34,0;cutset;25,0;3,0;2,0;12,0;RC;7,0;39,33200001716614;2,0;60,0;0,1666666666666666;0,1666666666666666;0,1666666666666666;0,0;4,792116264107652;0,0;2107,0;273,0;5410,0;1125,0;5,0;Route of vehicle 1: ([0, 24, 0], 1.3678856352455462) // Route of vehicle 2: ([0, 16, 20, 19, 21, 0], 1.7846003626539653) // Route of vehicle 3: ([0, 23, 25, 0], 1.6396302662081397);2023-08-14_11-02-45;0,167;7,0;4,8;48,0;0,167;181,5;0,0;8,4
large_RC25_K3T3;large;35,0;cutset;25,0;3,0;3,0;12,0;RC;19,0;3600,0759999752045;9,0;60,0;0,6666666666666666;0,7639789523625911;0,7639789523625911;0,1459684285438866;8,211096405901749;0,1459684285438866;2107,0;273,0;137746,0;2104,0;7,0;Route of vehicle 1: ([0, 21, 19, 18, 17, 16, 20, 0], 2.4296045955210017) // Route of vehicle 2: ([0, 2, 6, 4, 5, 3, 1, 25, 0], 2.946668614377162) // Route of vehicle 3: ([0, 24, 9, 10, 14, 12, 23, 0], 2.8348231960035863);2023-08-14_12-02-45;0,667;19,0;7,6;101,0;0,667;50,0;0,0;52,3
large_RC25_K3T4;large;36,0;cutset;25,0;3,0;4,0;12,0;RC;24,0;3600,515000104904;9,0;60,0;0,8888888888888888;1,0;1,0;0,125;11,830996858139518;0,125;2107,0;273,0;91344,0;5640,0;6,0;Route of vehicle 1: ([0, 7, 6, 3, 4, 5, 1, 8, 2, 25, 0], 3.852349242524537) // Route of vehicle 2: ([0, 10, 16, 20, 17, 19, 18, 21, 0], 3.9964420894760364) // Route of vehicle 3: ([0, 23, 12, 14, 11, 13, 9, 22, 24, 0], 3.9822055261389453);2023-08-14_13-02-46;0,889;24,0;9,2;147,0;0,889;12,5;0,0;33,3
large_R25_K2T75;large;55,0;cutset;25,0;2,0;75,0;12,0;R;8,0;40,42799997329712;2,0;60,0;0,25;0,25;0,25;0,0;149,05552459215346;0,0;1405,0;195,0;8384,0;1214,0;6,0;Route of vehicle 1: ([0, 21, 22, 15, 2, 0], 74.83914467816184) // Route of vehicle 2: ([0, 1, 9, 3, 12, 0], 74.21637991399162);2023-08-14_13-11-08;0,25;8,0;149,1;36,0;0,25;0,0;0,0;
large_R25_K2T100;large;56,0;cutset;25,0;2,0;100,0;12,0;R;11,0;195,22399997711184;2,0;60,0;0,3333333333333333;0,3333333333333333;0,3333333333333333;0,0;187,98066456212064;0,0;1405,0;195,0;41115,0;1278,0;5,0;Route of vehicle 1: ([0, 13, 2, 22, 23, 21, 12, 0], 92.84036120095004) // Route of vehicle 2: ([0, 3, 9, 20, 10, 1, 0], 95.14030336117061);2023-08-14_13-14-24;0,33;10,0;164,8;54,0;0,33;0,0;0,0;99,4
large_R25_K2T125;large;57,0;cutset;25,0;2,0;125,0;12,0;R;18,0;208,30499982833865;2,0;60,0;0,6666666666666666;0,6666666666666666;0,6666666666666666;0,0;243,67782441691105;0,0;1405,0;195,0;21480,0;1693,0;10,0;Route of vehicle 1: ([0, 13, 6, 5, 17, 16, 14, 15, 22, 21, 0], 120.26262045336605) // Route of vehicle 2: ([0, 12, 3, 9, 20, 10, 11, 19, 7, 18, 0], 123.41520396354505);2023-08-14_13-17-52;0,67;18,0;243,7;68,0;0,67;0,0;0,0;133,2
large_R25_K3T75;large;58,0;cutset;25,0;3,0;75,0;12,0;R;12,0;407,3309998512268;2,0;60,0;0,3333334899641655;0,3333334899641655;0,3333334899641655;0,0;222,1101400410912;0,0;2107,0;273,0;142218,0;1621,0;7,0;Route of vehicle 1: ([0, 22, 15, 2, 0], 73.73721233651442) // Route of vehicle 2: ([0, 6, 5, 17, 16, 13, 0], 74.15654779058515) // Route of vehicle 3: ([0, 1, 9, 3, 12, 0], 74.21637991399162);2023-08-14_13-27-46;0,33;10,0;193,7;61,0;0,33;0,0;0,0;99,4
large_R25_K3T100;large;59,0;cutset;25,0;3,0;100,0;12,0;R;18,0;1030,680999994278;2,0;60,0;0,6666666666666667;0,6666666666666667;0,6666666666666667;0,0;290,0730035693164;0,0;2107,0;273,0;87855,0;2048,0;5,0;Route of vehicle 1: ([0, 1, 9, 20, 10, 7, 18, 0], 99.98129213940636) // Route of vehicle 2: ([0, 6, 5, 16, 14, 15, 13, 0], 90.5327478508377) // Route of vehicle 3: ([0, 2, 22, 21, 4, 12, 3, 0], 99.55896357907244);2023-08-14_13-44-57;0,67;17,0;275,5;80,0;0,67;6,8;0,0;133,2
large_R25_K3T125;large;60,0;cutset;25,0;3,0;125,0;12,0;R;25,0;97,0920000076294;2,0;60,0;1,0;1,0;1,0;0,0;363,3143542221365;0,0;2107,0;273,0;12999,0;2277,0;7,0;Route of vehicle 1: ([0, 6, 18, 7, 19, 11, 10, 20, 9, 1, 0], 121.82019557669479) // Route of vehicle 2: ([0, 12, 3, 24, 25, 4, 23, 22, 21, 0], 119.53057177604879) // Route of vehicle 3: ([0, 13, 2, 15, 14, 16, 5, 17, 8, 0], 121.96358686939286);2023-08-14_13-46-34;1,0;25,0;355,6;109,0;1,0;0,0;0,0;79,9
large_RC25_K2T75;large;79,0;cutset;25,0;2,0;75,0;12,0;RC;7,0;40,15000009536743;2,0;60,0;0,1666666666666666;0,1666666666666666;0,1666666666666666;0,0;136,4975575862158;0,0;1405,0;195,0;17125,0;1689,0;7,0;Route of vehicle 1: ([0, 21, 19, 18, 20, 0], 63.93250069501936) // Route of vehicle 2: ([0, 24, 23, 25, 0], 72.56505689119643);2023-08-14_13-47-53;0,17;7,0;126,1;44,0;0,17;265,4;0,0;8,4
large_RC25_K2T125;large;81,0;cutset;25,0;2,0;125,0;12,0;RC;20,0;2238,720999956131;2,0;60,0;0,6666667777223333;0,6666667777223333;0,6666667777223333;0,0;246,49849458207268;0,0;1405,0;195,0;135472,0;6413,0;8,0;Route of vehicle 1: ([0, 19, 18, 1, 3, 5, 4, 6, 2, 25, 0], 122.27270225401332) // Route of vehicle 2: ([0, 16, 17, 20, 24, 9, 10, 11, 15, 14, 12, 23, 0], 124.22579232805936);2023-08-14_14-25-12;0,67;18,0;215,5;97,0;0,67;50,0;0,0;44,4
large_RC25_K3T75;large;82,0;cutset;25,0;3,0;75,0;12,0;RC;11,0;276,4579999446869;2,0;60,0;0,3333333333333337;0,3333333333333337;0,3333333333333337;0,0;205,32937479112616;0,0;2107,0;273,0;56829,0;2822,0;7,0;Route of vehicle 1: ([0, 23, 6, 25, 0], 72.99344853164789) // Route of vehicle 2: ([0, 10, 9, 24, 0], 73.14106113036699) // Route of vehicle 3: ([0, 16, 20, 19, 18, 21, 0], 59.19486512911135);2023-08-14_14-29-48;0,33;11,0;205,3;67,0;0,33;150,0;0,0;66,5
large_RC25_K3T100;large;83,0;cutset;25,0;3,0;100,0;12,0;RC;23,0;131,13300013542175;2,0;60,0;0,833333346501325;0,833333346501325;0,833333346501325;0,0;264,04002416288125;0,0;2107,0;273,0;20639,0;2435,0;9,0;Route of vehicle 1: ([0, 23, 12, 14, 15, 13, 9, 11, 10, 24, 0], 97.78375127930742) // Route of vehicle 2: ([0, 6, 7, 8, 5, 3, 1, 2, 25, 0], 95.0900045719331) // Route of vehicle 3: ([0, 16, 21, 18, 19, 17, 20, 0], 71.16626831164069);2023-08-14_14-33-04;0,83;23,0;249,2;140,0;0,83;20,0;0,0;80,3
large_RC25_K3T125;large;84,0;cutset;25,0;3,0;125,0;12,0;RC;25,0;53,430999994277954;2,0;60,0;1,0;1,0;1,0;0,0;370,5157485410021;0,0;2107,0;273,0;7103,0;2180,0;6,0;Route of vehicle 1: ([0, 21, 18, 19, 20, 16, 11, 23, 0], 123.97746533038153) // Route of vehicle 2: ([0, 24, 22, 9, 13, 15, 14, 12, 10, 0], 123.01876365342773) // Route of vehicle 3: ([0, 25, 2, 6, 7, 8, 4, 5, 3, 1, 17, 0], 123.5195195571929);2023-08-14_14-33-57;1,0;25,0;288,1;157,0;1,0;0,0;0,0;28,5
large_R100_K3T4;large;1,0;scf_sep_cuts;100,0;3,0;4,0;12,0;R;59,0;3717,411999940872;9,0;60,0;0,565217391304348;0,6300797167861892;0,6300797167861892;0,1147564220063344;11,816553431515906;0,1147564220063344;20503,0;10816,0;1521,0;235,0;6,0;Route of vehicle 1: ([0, 6, 94, 95, 92, 59, 96, 99, 93, 85, 37, 98, 100, 91, 16, 61, 5, 60, 83, 8, 82, 7, 88, 31, 0], 3.9946912809665314) // Route of vehicle 2: ([0, 27, 69, 1, 70, 30, 20, 51, 9, 81, 33, 50, 76, 77, 3, 68, 80, 12, 26, 28, 0], 3.8704319187455463) // Route of vehicle 3: ([0, 53, 40, 21, 73, 74, 72, 4, 54, 55, 25, 39, 56, 75, 22, 41, 2, 58, 0], 3.951430231803837);2023-09-09_00-37-16;0,571;59,0;11,8;1193,0;0,348;93,8;64,1;87,8
large_R25_K2T2;large;7,0;scf_sep_cuts;25,0;2,0;2,0;12,0;R;6,0;15,238999843597412;2,0;60,0;0,1666666666666677;0,1666666666666677;0,1666666666666677;0,0;3,8068805956947154;0,0;1378,0;841,0;252,0;5,0;2,0;Route of vehicle 1: ([0, 1, 3, 12, 0], 1.8657368625929267) // Route of vehicle 2: ([0, 21, 22, 2, 0], 1.9411437331017884);2023-09-09_12-47-16;0,167;6,0;3,8;37,0;0,167;0,0;0,0;
large_R25_K2T2;large;7,0;scf_cuts_2;25,0;2,0;2,0;12,0;R;6,0;2,421999931335449;2,0;60,0;0,1666666666666667;0,1666666666666667;0,1666666666666667;0,0;3,8068805956947154;0,0;1378,0;1466,0;44,0;0,0;2,0;Route of vehicle 1: ([0, 2, 22, 21, 0], 1.941143733101788) // Route of vehicle 2: ([0, 12, 3, 1, 0], 1.8657368625929265);2023-09-09_12-47-18;0,167;6,0;3,8;37,0;0,167;0,0;0,0;
large_R25_K3T3;large;11,0;scf_sep_cuts;25,0;3,0;3,0;12,0;R;15,0;2161,151999950409;2,0;60,0;0,5;0,5;0,5;0,0;8,296276286835308;0,0;1378,0;841,0;48420,0;118,0;5,0;Route of vehicle 1: ([0, 1, 20, 9, 3, 12, 0], 2.802821616306545) // Route of vehicle 2: ([0, 18, 5, 16, 14, 6, 13, 0], 2.998816514590035) // Route of vehicle 3: ([0, 21, 22, 15, 2, 0], 2.4946381559387283);2023-09-09_13-23-20;0,5;15,0;8,1;74,0;0,5;0,0;0,0;74,8
large_R25_K3T3;large;11,0;scf_cuts_2;25,0;3,0;3,0;12,0;R;17,0;172,93700003623962;2,0;60,0;0,5;0,5;0,5000000000000001;0,0;8,494490804624597;0,0;1378,0;1466,0;140198,0;0,0;5,0;Route of vehicle 1: ([0, 6, 5, 16, 17, 8, 18, 0], 2.790703424981114) // Route of vehicle 2: ([0, 12, 3, 9, 20, 1, 0], 2.802821616306545) // Route of vehicle 3: ([0, 13, 2, 22, 23, 4, 21, 0], 2.9009657633369383);2023-09-09_13-26-13;0,5;15,0;8,1;74,0;0,5;0,0;0,0;74,8
large_R50_K3T4;large;14,0;scf_sep_cuts;50,0;3,0;4,0;12,0;R;35,0;3617,3540000915527;9,0;60,0;0,6666666666666667;0,7115919987299798;0,7115919987299798;0,0673879980949695;11,873792057555857;0,0673879980949695;5253,0;2916,0;8282,0;172,0;8,0;Route of vehicle 1: ([0, 13, 37, 16, 44, 14, 42, 15, 41, 22, 2, 21, 40, 0], 3.994860701369956) // Route of vehicle 2: ([0, 27, 1, 50, 33, 3, 29, 24, 25, 39, 4, 12, 28, 0], 3.9670973282290425) // Route of vehicle 3: ([0, 31, 10, 11, 19, 47, 48, 7, 8, 45, 5, 6, 0], 3.9118340279568553);2023-09-09_14-26-31;0,652;34,0;11,9;259,0;0,524;48,8;24,4;95,8
large_R50_K3T5;large;15,0;scf_sep_cuts;50,0;3,0;5,0;12,0;R;43,0;3651,584999799728;9,0;60,0;0,8333333333333334;0,9052010308496068;0,9052010308496068;0,0862412370195279;14,817757595917966;0,0862412370195279;5253,0;2916,0;5013,0;250,0;10,0;Route of vehicle 1: ([0, 27, 50, 1, 31, 10, 32, 30, 20, 9, 33, 3, 24, 29, 12, 0], 4.998474398898162) // Route of vehicle 2: ([0, 28, 40, 2, 13, 6, 5, 17, 45, 8, 46, 36, 47, 48, 7, 18, 0], 4.897008935712631) // Route of vehicle 3: ([0, 37, 16, 44, 14, 43, 15, 41, 22, 23, 39, 25, 4, 21, 26, 0], 4.922274261307169);2023-09-09_15-36-48;0,833;44,0;14,8;466,0;0,722;32,7;15,4;66,6
large_R50_K3T5;large;15,0;scf_cuts_2;50,0;3,0;5,0;12,0;R;44,0;3600,106999874115;9,0;60,0;0,8333333335166667;0,8823529411764706;0,8823529411764706;0,0588235291788234;14,537036480986329;0,0588235291788234;5253,0;5416,0;199234,0;0,0;9,0;Route of vehicle 1: ([0, 6, 5, 17, 45, 8, 46, 47, 36, 49, 11, 19, 48, 7, 18, 0], 4.7987225260904545) // Route of vehicle 2: ([0, 27, 1, 31, 10, 32, 20, 9, 33, 50, 3, 29, 24, 12, 26, 28, 0], 4.796132385920156) // Route of vehicle 3: ([0, 40, 21, 4, 25, 39, 23, 22, 41, 15, 43, 42, 14, 44, 37, 13, 0], 4.9421815689757125);2023-09-09_16-36-49;0,833;44,0;14,8;466,0;0,722;32,7;15,4;66,6
large_R75_K5T4;large;23,0;scf_sep_cuts;75,0;5,0;4,0;12,0;R;61,0;3754,496999979019;9,0;60,0;0,7826087102551204;0,9397703436640052;0,9397703436640052;0,2008176389420098;19,543006496364857;0,2008176389420098;11628,0;6241,0;2275,0;168,0;10,0;Route of vehicle 1: ([0, 1, 69, 50, 33, 3, 29, 24, 55, 25, 54, 12, 0], 3.7794719298810264) // Route of vehicle 2: ([0, 6, 60, 5, 59, 37, 61, 16, 44, 14, 43, 42, 57, 2, 13, 0], 3.8830654420805395) // Route of vehicle 3: ([0, 28, 31, 10, 63, 62, 19, 11, 47, 48, 7, 52, 0], 3.983006883630664) // Route of vehicle 4: ([0, 53, 40, 21, 26, 4, 39, 67, 23, 56, 75, 22, 74, 72, 73, 58, 0], 3.99457177432381) // Route of vehicle 5: ([0, 70, 30, 20, 51, 9, 71, 35, 34, 68, 27, 0], 3.902890466448816);2023-09-10_00-42-00;0,85;65,0;19,7;978,0;0,64;56,2;32,8;41,7
large_R75_K5T4;large;23,0;scf_cuts_2;75,0;5,0;4,0;12,0;R;67,0;3600,158999919892;9,0;60,0;0,8500000001850002;0,9255563669539884;0,9255563669539884;0,0888898432382866;19,34195333403731;0,0888898432382866;11628,0;11866,0;22863,0;0,0;10,0;Route of vehicle 1: ([0, 12, 68, 3, 34, 35, 71, 9, 51, 33, 50, 1, 0], 3.6830154665037793) // Route of vehicle 2: ([0, 13, 2, 57, 15, 43, 42, 14, 44, 16, 61, 37, 59, 6, 53, 0], 3.742812854783968) // Route of vehicle 3: ([0, 27, 52, 7, 48, 19, 47, 46, 8, 45, 17, 5, 60, 18, 0], 3.930772295895748) // Route of vehicle 4: ([0, 58, 40, 21, 73, 72, 74, 22, 41, 75, 56, 23, 39, 4, 25, 55, 54, 26, 0], 3.9985285560567707) // Route of vehicle 5: ([0, 69, 70, 30, 20, 66, 32, 63, 11, 62, 10, 31, 28, 0], 3.986824160797041);2023-09-10_01-42-06;0,85;65,0;19,7;978,0;0,64;56,2;32,8;41,7
large_R75_K5T6;large;24,0;scf_cuts_2;75,0;5,0;6,0;12,0;R;75,0;208,1480000019073;2,0;60,0;1,0;1,0;1,0;0,0;28,464377180161907;0,0;11628,0;11866,0;39,0;0,0;8,0;Route of vehicle 1: ([0, 2, 42, 38, 44, 14, 43, 15, 57, 75, 72, 22, 41, 74, 73, 21, 28, 53, 0], 5.632337580706821) // Route of vehicle 2: ([0, 10, 62, 19, 47, 64, 49, 11, 63, 32, 30, 69, 70, 31, 0], 5.721934851353927) // Route of vehicle 3: ([0, 13, 6, 61, 5, 59, 37, 16, 17, 8, 45, 46, 36, 48, 7, 60, 18, 52, 0], 5.965536274761503) // Route of vehicle 4: ([0, 27, 26, 54, 67, 39, 56, 23, 4, 25, 55, 24, 29, 58, 0], 5.6836631769224315) // Route of vehicle 5: ([0, 40, 12, 68, 3, 34, 35, 65, 71, 20, 66, 9, 51, 33, 50, 1, 0], 5.460905296417212);2023-09-10_01-45-40;1,0;75,0;23,2;1641,0;0,783;27,8;27,7;9,5
large_R75_K5T6;large;24,0;scf_sep_cuts;75,0;5,0;6,0;12,0;R;75,0;3669,569999933243;9,0;60,0;1,0;1,0;1,0;0,0;29,234748393279165;0,0;11628,0;6241,0;2466,0;870,0;10,0;Route of vehicle 1: ([0, 26, 54, 68, 24, 29, 34, 35, 65, 66, 71, 9, 51, 70, 30, 10, 0], 5.8578871652793785) // Route of vehicle 2: ([0, 27, 28, 3, 33, 50, 20, 32, 63, 11, 62, 31, 18, 59, 6, 60, 5, 0], 5.956710584023789) // Route of vehicle 3: ([0, 40, 21, 2, 74, 41, 23, 25, 55, 39, 67, 4, 12, 1, 69, 0], 5.733225298470172) // Route of vehicle 4: ([0, 52, 7, 19, 47, 49, 64, 48, 36, 46, 8, 17, 45, 0], 5.886999258060611) // Route of vehicle 5: ([0, 75, 56, 72, 22, 73, 57, 42, 15, 43, 14, 38, 44, 61, 16, 37, 13, 58, 53, 0], 5.799926087445216);2023-09-10_02-46-51;1,0;75,0;23,2;1641,0;0,783;27,8;27,7;9,5
large_R25_K2T2;large;7,0;scf_cuts_3;25,0;2,0;2,0;12,0;R;6,0;10,028000116348268;2,0;60,0;0,1666666666666666;0,1666666666666666;0,1666666666666666;0,0;3,8068805956947154;0,0;1378,0;8366,0;21,0;0,0;2,0;Route of vehicle 1: ([0, 1, 3, 12, 0], 1.8657368625929267) // Route of vehicle 2: ([0, 2, 22, 21, 0], 1.941143733101788);2023-09-10_11-00-46;0,167;6,0;3,8;37,0;0,167;0,0;0,0;
large_R25_K3T3;large;11,0;scf_cuts_3;25,0;3,0;3,0;12,0;R;15,0;269,1640000343323;2,0;60,0;0,5;0,5;0,5000001123995136;0,0;8,463563267149668;0,0;1378,0;8366,0;34003,0;0,0;4,0;Route of vehicle 1: ([0, 3, 9, 20, 1, 0], 2.67549961255651) // Route of vehicle 2: ([0, 12, 22, 15, 2, 13, 0], 2.9973602296120463) // Route of vehicle 3: ([0, 18, 8, 17, 16, 5, 6, 0], 2.790703424981114);2023-09-10_11-05-16;0,5;15,0;8,1;74,0;0,5;0,0;0,0;74,8
large_R50_K3T4;large;14,0;scf_cuts_3;50,0;3,0;4,0;12,0;R;34,0;3600,8450000286102;9,0;60,0;0,6666666666666667;0,7152818722004951;0,7152818722004951;0,0729228083007425;11,841551258735542;0,0729228083007425;5253,0;64216,0;7161,0;0,0;8,0;Route of vehicle 1: ([0, 6, 5, 45, 8, 7, 48, 47, 19, 11, 10, 31, 0], 3.9118340279568553) // Route of vehicle 2: ([0, 13, 37, 16, 44, 14, 43, 15, 41, 22, 2, 21, 40, 0], 3.9772329276176026) // Route of vehicle 3: ([0, 28, 12, 25, 4, 24, 29, 3, 33, 50, 1, 27, 0], 3.952484303161084);2023-09-10_12-05-51;0,652;34,0;11,9;259,0;0,524;48,8;24,4;95,8
large_R50_K3T5;large;15,0;scf_cuts_3;50,0;3,0;5,0;12,0;R;41,0;3601,205999851227;9,0;60,0;0,7500000147255155;0,9048434632846502;0,9048434632846502;0,2064579273585803;14,674355831895056;0,2064579273585803;5253,0;64216,0;4545,0;0,0;5,0;Route of vehicle 1: ([0, 6, 5, 17, 45, 8, 46, 47, 36, 49, 11, 19, 48, 7, 18, 0], 4.7987225260904545) // Route of vehicle 2: ([0, 13, 37, 16, 38, 44, 14, 43, 15, 42, 41, 22, 2, 40, 0], 4.917347844190337) // Route of vehicle 3: ([0, 21, 26, 12, 24, 29, 3, 33, 9, 20, 32, 10, 31, 1, 27, 0], 4.958285461614263);2023-09-10_13-06-18;0,833;44,0;14,8;466,0;0,722;32,7;15,4;66,6
small_R12het_altimp2_K2T2;small;1,0;mtz;12,0;2,0;2,0;4,0;R;5,0;0,5539999008178711;2,0;60,0;0,3333333333333346;0,3333333333333346;0,3333333333333346;0,0;3,632705910965716;0,0;377,0;360,0;2054,0;0,0;5,0;Route of vehicle 1: ([0, 12, 3, 1, 0], 1.8657368625929265) // Route of vehicle 2: ([0, 7, 6, 0], 1.7669690483727891);2023-09-10_12-42-03;;;;;;;;
small_R12het_altimp2_K2T3;small;2,0;mtz;12,0;2,0;3,0;4,0;R;9,0;0,6349999904632568;2,0;60,0;0,6666666666666667;0,6666666666666667;0,6666666666666667;0,0;5,624533705024712;0,0;377,0;360,0;4662,0;0,0;10,0;Route of vehicle 1: ([0, 1, 3, 12, 4, 0], 2.72611647262099) // Route of vehicle 2: ([0, 6, 5, 8, 7, 10, 0], 2.8984172324037214);2023-09-10_12-42-04;;;;;;;;
small_R12het_altimp2_K3T2;small;3,0;mtz;12,0;3,0;2,0;4,0;R;7,0;0,9679999351501464;2,0;60,0;0,5000000000000019;0,5000000000000019;0,5000000000000019;0,0;5,247884748050619;0,0;559,0;531,0;4230,0;0,0;6,0;Route of vehicle 1: ([0, 5, 6, 0], 1.393195600519575) // Route of vehicle 2: ([0, 8, 7, 0], 1.988952284938117) // Route of vehicle 3: ([0, 1, 3, 12, 0], 1.8657368625929267);2023-09-10_12-42-05;;;;;;;;
small_R12het_altimp2_K3T3;small;4,0;mtz;12,0;3,0;3,0;4,0;R;11,0;2,249000072479248;2,0;60,0;0,8333333333333365;0,8333333333333365;0,8333333333333365;0,0;8,082378865553451;0,0;559,0;531,0;7042,0;0,0;6,0;Route of vehicle 1: ([0, 8, 6, 5, 0], 2.557125695539363) // Route of vehicle 2: ([0, 3, 12, 4, 2, 0], 2.919205212649848) // Route of vehicle 3: ([0, 7, 11, 10, 1, 0], 2.606047957364241);2023-09-10_12-42-07;;;;;;;;
small_R12het_altimp3_K2T2;small;5,0;mtz;12,0;2,0;2,0;6,0;R;3,0;0,625;2,0;60,0;0,25;0,25;0,25;0,0;2,938414858842892;0,0;377,0;362,0;18,0;0,0;2,0;Route of vehicle 1: ([0, 2, 0], 1.2) // Route of vehicle 2: ([0, 3, 1, 0], 1.7384148588428916);2023-09-10_12-42-08;;;;;;;;
small_R12het_altimp3_K2T3;small;6,0;mtz;12,0;2,0;3,0;6,0;R;6,0;1,003999948501587;2,0;60,0;0,5;0,5;0,5;0,0;5,687978788919127;0,0;377,0;362,0;10087,0;0,0;3,0;Route of vehicle 1: ([0, 5, 8, 10, 0], 2.876260782334991) // Route of vehicle 2: ([0, 6, 2, 3, 0], 2.811718006584136);2023-09-10_12-42-09;;;;;;;;
small_R12het_altimp3_K3T2;small;7,0;mtz;12,0;3,0;2,0;6,0;R;7,0;0,6029999256134033;2,0;60,0;0,5;0,5;0,5;0,0;5,247884748050618;0,0;559,0;533,0;2129,0;0,0;3,0;Route of vehicle 1: ([0, 8, 7, 0], 1.988952284938117) // Route of vehicle 2: ([0, 5, 6, 0], 1.393195600519575) // Route of vehicle 3: ([0, 12, 3, 1, 0], 1.8657368625929265);2023-09-10_12-42-10;;;;;;;;
small_R12het_altimp3_K3T3;small;8,0;mtz;12,0;3,0;3,0;6,0;R;9,0;10,385999917984009;2,0;60,0;0,75;0,75;0,75;0,0;8,275919122706139;0,0;559,0;533,0;125310,0;0,0;5,0;Route of vehicle 1: ([0, 8, 2, 0], 2.6772729030185416) // Route of vehicle 2: ([0, 1, 11, 10, 0], 2.6102580410692955) // Route of vehicle 3: ([0, 5, 6, 12, 3, 0], 2.9883881786183024);2023-09-10_12-42-20;;;;;;;;
small_R12het_altimpinc2_K2T2;small;9,0;mtz;12,0;2,0;2,0;5,0;R;5,0;0,3849999904632568;2,0;60,0;0,3333333333333346;0,3333333333333346;0,3333333333333346;0,0;3,632705910965716;0,0;377,0;361,0;1774,0;0,0;4,0;Route of vehicle 1: ([0, 7, 6, 0], 1.7669690483727891) // Route of vehicle 2: ([0, 12, 3, 1, 0], 1.8657368625929265);2023-09-10_12-42-20;;;;;;;;
small_R12het_altimpinc2_K2T3;small;10,0;mtz;12,0;2,0;3,0;5,0;R;9,0;1,190000057220459;2,0;60,0;0,6666666666666692;0,6666666666666692;0,6666666666666692;0,0;5,938939720152457;0,0;377,0;361,0;9305,0;0,0;7,0;Route of vehicle 1: ([0, 1, 10, 11, 7, 6, 0], 2.958803443363936) // Route of vehicle 2: ([0, 2, 4, 3, 12, 0], 2.9801362767885213);2023-09-10_12-42-22;;;;;;;;
small_R12het_altimpinc2_K3T2;small;11,0;mtz;12,0;3,0;2,0;5,0;R;7,0;1,2109999656677246;2,0;60,0;0,5000000000000019;0,5000000000000019;0,5000000000000019;0,0;5,247884748050619;0,0;559,0;532,0;5713,0;0,0;8,0;Route of vehicle 1: ([0, 7, 8, 0], 1.9889522849381167) // Route of vehicle 2: ([0, 5, 6, 0], 1.393195600519575) // Route of vehicle 3: ([0, 12, 3, 1, 0], 1.8657368625929265);2023-09-10_12-42-23;;;;;;;;
small_R12het_altimpinc2_K3T3;small;12,0;mtz;12,0;3,0;3,0;5,0;R;11,0;1,94100022315979;2,0;60,0;0,8333333333333365;0,8333333333333365;0,8333333333333365;0,0;8,456569048863152;0,0;559,0;532,0;6267,0;0,0;7,0;Route of vehicle 1: ([0, 3, 9, 1, 12, 0], 2.893616352228533) // Route of vehicle 2: ([0, 11, 10, 7, 0], 2.669223286977439) // Route of vehicle 3: ([0, 2, 5, 8, 6, 0], 2.89372940965718);2023-09-10_12-42-25;;;;;;;;
small_R12het_altimpinc3_K2T2;small;13,0;mtz;12,0;2,0;2,0;7,0;R;3,0;0,6059999465942383;2,0;60,0;0,25;0,25;0,25;0,0;2,938414858842892;0,0;377,0;363,0;834,0;0,0;2,0;Route of vehicle 1: ([0, 1, 3, 0], 1.7384148588428916) // Route of vehicle 2: ([0, 2, 0], 1.2);2023-09-10_12-42-26;;;;;;;;
small_R12het_altimpinc3_K2T3;small;14,0;mtz;12,0;2,0;3,0;7,0;R;8,0;0,8690001964569092;2,0;60,0;0,5;0,5;0,5;0,0;5,586184234152762;0,0;377,0;363,0;4188,0;0,0;3,0;Route of vehicle 1: ([0, 12, 3, 4, 2, 0], 2.9801362767885213) // Route of vehicle 2: ([0, 1, 10, 11, 7, 0], 2.6060479573642414);2023-09-10_12-42-26;;;;;;;;
small_R12het_altimpinc3_K3T2;small;15,0;mtz;12,0;3,0;2,0;7,0;R;7,0;0,8579998016357422;2,0;60,0;0,5;0,5;0,5;0,0;5,247884748050619;0,0;559,0;534,0;3476,0;0,0;3,0;Route of vehicle 1: ([0, 5, 6, 0], 1.393195600519575) // Route of vehicle 2: ([0, 8, 7, 0], 1.988952284938117) // Route of vehicle 3: ([0, 1, 3, 12, 0], 1.8657368625929267);2023-09-10_12-42-27;;;;;;;;
